id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers
10291,1.73,AGSL,VS2,G,Excellent,62.2,True,7.67x7.71x4.78,Excellent,DR Congo,Round,Excellent,58.0,4,
10292,1.76,AGSL,SI2,F,Excellent,,,7.68x7.71x4.78,Excellent,Australia,Emerald,Excellent,,2,
10293,1.73,AGSL,VS2,H,Excellent,60.4,,7.75x7.78x4.69,Excellent,Russia,Round,Excellent,,3,
10294,0.6,AGSL,VS2,F,Very good,62.4,,5.38x5.4x3.36,Very good,Russia,ROUND,Good,56.0,1,2566.036512687181
10295,0.6,AGSL,VS1,I,Excellent,62.8,,5.36x5.4x3.38,Excellent,Angola,Round,Excellent,56.0,1,2287.6224795185103
10296,0.6,AGSL,SI1,K,Excellent,61.2,False,5.44x5.46x3.33,Excellent,Russia,Round,Excellent,,1,
10297,0.6,AGSL,VS1,H,Excellent,,,5.38x5.42x3.35,Excellent,South Africa,Round,Excellent,,2,2616.298539167249
10298,0.62,AGSL,SI1,E,Excellent,61.4,False,5.48x5.52x3.38,Excellent,DR Congo,Round,Very good,57.0,1,2893.998106202173
10299,0.62,AGSL,VS1,L,Very good,60.2,,5.46x5.63x3.34,Good,Botswana,Cushion,Good,,1,
10300,0.62,GemEx,VS2,F,Excellent,60.7,,5.49x5.51x3.34,Very good,Russia,Round,Excellent,59.0,1,2821.147637086902
10301,3.03,,IF,H,Excellent,,,9.2x9.31x5.77,Excellent,Canada,Round,Excellent,,2,
10302,2.03,AGSL,I1,E,Very good,61.5,,8.16x8.21x5.04,Excellent,Angola,Round,Very good,57.0,2,
10303,2.03,AGSL,VS1,E,Excellent,61.1,,8.15x8.21x5,Excellent,Canada,Round,Excellent,,2,28344.709927440388
10304,0.6,AGSL,SI2,D,Very good,61.9,False,5.37x5.34x3.32,Excellent,Botswana,Emerald,Excellent,58.0,1,2825.9658915041964
10305,0.6,AGSL,SI2,E,Excellent,,,5.42x5.4x3.36,Excellent,Canada,Round,Excellent,58.0,1,2594.329039461101
10306,0.6,AGSL,SI2,F,Very good,62.6,,5.39x5.34x3.36,Excellent,Russia,Round,Excellent,58.0,1,2372.595735467345
10307,1.7,AGSL,VS1,I,Excellent,62.6,,7.61x7.65x4.77,Excellent,Canada,Round,Excellent,56.0,2,
10308,1.7,AGSL,VS2,D,Excellent,61.7,,7.62x7.67x4.72,Excellent,Russia,Round,Excellent,57.0,2,20501.86296081242
10309,2.5,AGSL,SI1,I,Excellent,62.0,,8.66x8.73x5.39,Excellent,Russia,Round,Excellent,59.0,4,
10310,1.71,AGSL,VS2,H,Excellent,62.6,,7.59x7.61x4.76,Excellent,Russia,Radiant,Very good,,4,
10311,2.02,AGSL,SI2,H,Very good,61.7,,8.01x8.04x4.96,Excellent,Russia,Round,Very good,57.0,2,
10312,2.02,AGSL,SI2,J,Excellent,62.2,,8.07x8.09x5.03,Excellent,Angola,Round,Excellent,57.0,2,
10313,1.26,AGSL,SI1,F,Excellent,61.8,,6.93x6.96x4.29,Excellent,Russia,Marquise,Excellent,58.0,2,10546.748578963387
10314,0.7,AGSL,SI1,D,Very good,63.8,,5.56x5.6x3.56,Very good,Russia,Emerald,Very good,58.0,1,3758.9314936419
10315,1.56,GemEx,VS1,I,Excellent,62.1,,7.41x7.46x4.62,Excellent,DR Congo,Oval ,Excellent,56.0,4,
10316,1.56,AGSL,SI2,E,Excellent,62.3,,7.37x7.69x4.6,Excellent,Russia,Marquise,Excellent,57.0,4,
10317,1.54,AGSL,SI1,G,Excellent,61.2,,7.43x7.49x4.57,Excellent,DR Congo,Round,Excellent,56.0,2,
10318,1.54,AGSL,SI1,H,Excellent,62.5,,7.35x7.38x4.6,Excellent,Canada,Oval,Excellent,57.0,3,
10319,1.3,AGSL,VS1,J,Excellent,59.9,,7.09x7.1x4.25,Excellent,Russia,Princess,Excellent,,3,
10320,3.5,AGSL,VVS2,I,Very good,63.3,,9.59x9.65x6.09,Excellent,Russia,Round,Very good,58.0,2,
10321,0.7,AGSL,SI1,D,Very good,62.6,,5.63x5.58x3.51,Excellent,Angola,Marquise,Excellent,57.0,1,3924.4891049645926
10322,1.58,AGSL,SI2,I,Excellent,60.7,,7.5x7.53x4.56,Excellent,DR Congo,Emerald,Excellent,58.0,2,
10323,0.76,,SI1,D,Excellent,62.2,,5.81x5.83x3.62,Excellent,Canada,Radiant,Excellent,59.0,1,4026.2238228207543
10324,2.02,AGSL,VS1,I,Excellent,61.6,False,8.17x8.1x5.01,Excellent,Russia,Round,Excellent,58.0,2,
10325,1.0,AGSL,VS1,F,Very good,64.2,False,6.33x6.26x4.04,Excellent,Russia,Princess,Very good,57.0,2,7392.761679780022
10326,1.21,AGSL,SI2,J,Excellent,62.4,,6.82x6.81x4.25,Excellent,DR Congo,Marquise,Excellent,57.0,1,
10327,1.21,AGSL,VS2,G,Excellent,61.5,,6.87x6.82x4.21,Excellent,Other/Unknown,Round,Excellent,59.0,2,9709.707682815098
10328,1.0,AGSL,VS1,E,Excellent,59.0,,6.54x6.5x3.84,Excellent,Russia,Round,Very good,61.0,2,7788.9674761633305
10329,1.0,AGSL,SI2,J,Very good,60.4,False,6.46x6.39x3.89,Excellent,Botswana,Round,Very good,61.0,3,
10330,1.0,AGSL,SI2,G,Good,,,6.55x6.58x3.77,Excellent,Russia,Princess,Very good,,1,
10331,1.5,AGSL,SI1,H,Excellent,62.7,,7.34x7.29x4.58,Excellent,Australia,Round,Excellent,57.0,2,
10332,1.51,AGSL,VS2,G,Excellent,62.3,,7.33x7.3x4.56,Excellent,Australia,Radiant,Excellent,56.0,4,
10333,1.72,AGSL,SI2,J,Excellent,61.1,,7.67x7.7x4.7,Excellent,Australia,Round,Excellent,61.0,3,
10334,1.35,AGSL,VS1,J,Excellent,62.4,,7.07x7.02x4.4,Excellent,Angola,Round,Excellent,58.0,2,
10335,0.55,AGSL,VS2,I,Excellent,,,5.23x5.26x3.25,Very good,Russia,Round,Excellent,59.0,1,
10336,4.02,,VS1,H,Excellent,60.3,,10.3x10.33x6.22,Excellent,South Africa,Round,Excellent,57.0,2,
10337,1.31,,VS1,I,Excellent,62.2,,7x7.03x4.36,Excellent,Russia,Round,Excellent,56.0,4,
10338,1.31,AGSL,SI1,J,Excellent,62.4,,6.97x7.01x4.36,Excellent,Botswana,Round,Excellent,56.0,2,
10339,1.31,AGSL,VS1,I,Excellent,60.3,False,7.1x7.11x4.29,Excellent,Russia,Round,Excellent,57.0,4,
10340,1.05,GemEx,VVS2,K,Excellent,61.5,,6.55x6.53x4.03,Excellent,Russia,Princess,Excellent,,1,6564.328652037658
10341,0.8,AGSL,SI2,F,Excellent,62.0,,5.93x5.97x3.69,Excellent,Russia,Oval,Excellent,56.0,1,4072.6655885210057
10342,0.73,AGSL,VS2,G,Excellent,61.9,,5.76x5.78x3.57,Excellent,Australia,Round,Excellent,,1,3620.1938995372984
10343,1.2,GemEx,SI1,J,Excellent,60.0,False,6.85x6.89x4.12,Excellent,Russia,Round,Excellent,61.0,3,
10344,1.2,AGSL,SI2,H,Excellent,,,6.82x6.84x4.18,Excellent,DR Congo,Round,Excellent,,2,
10345,1.62,AGSL,VS2,J,Excellent,62.4,,7.45x7.5x4.67,Excellent,Russia,Round,Excellent,57.0,2,
10346,0.51,GemEx,VS1,E,Excellent,61.2,,5.14x5.16x3.15,Excellent,Botswana,Uncut,Excellent,,1,
10347,0.41,AGSL,VVS1,F,Very good,61.2,,4.79x4.82x2.94,Excellent,Russia,Round,Very good,,1,1722.4707364845071
10348,0.72,GemEx,SI1,D,Excellent,61.2,,5.77x5.79x3.54,Excellent,Russia,Emerald,Very good,57.0,2,4192.142145560238
10349,1.02,AGSL,VS2,H,Excellent,59.8,,6.56x6.53x3.92,Excellent,Botswana,Radiant,Very good,,2,
10350,0.71,AGSL,SI2,G,Excellent,62.3,,5.75x5.79x3.59,Excellent,Russia,Emerald,Excellent,54.0,1,
10351,0.51,AGSL,VS2,D,Excellent,,True,5.14x5.16x3.22,Excellent,DR Congo,Round,Excellent,,1,
10352,1.37,AGSL,SI2,G,Very good,59.0,,7.22x7.25x4.27,Excellent,Other/Unknown,Round,Very good,62.0,2,
10353,2.08,AGSL,SI2,I,Excellent,62.6,True,8.16x8.11x5.1,Excellent,Angola,Round,Excellent,57.0,2,
10354,10.04,AGSL,SI2,K,Excellent,,,13.72x13.83x8.58,Excellent,Angola,Radiant,Very good,58.0,2,
10355,1.02,AGSL,VS2,D,Excellent,,,6.44x6.47x4.01,Excellent,Botswana,Round,Excellent,57.0,2,8225.199109778108
10356,1.36,GemEx,VS1,H,Excellent,,False,7.08x7.11x4.44,Excellent,Canada,Round,Excellent,54.0,3,
10357,1.35,AGSL,SI2,J,Excellent,61.3,,7.13x7.16x4.38,Excellent,South Africa,Radiant,Excellent,,2,
10358,6.05,AGSL,VS1,J,Very good,62.7,,11.52x11.63x7.25,Excellent,Angola,Round,Very good,58.0,2,
10359,1.34,AGSL,SI1,G,Excellent,,,7.04x7.07x4.4,Excellent,South Africa,Round,Excellent,,3,
10360,1.34,AGSL,VS2,H,Excellent,62.6,,7x7.05x4.4,Excellent,Other/Unknown,Uncut,Excellent,56.0,3,
10361,3.89,AGSL,SI2,J,Very good,63.0,,9.88x9.95x6.25,Very good,Russia,Oval,Very good,58.0,2,
10362,2.06,GemEx,SI2,H,Excellent,62.6,,8.11x8.16x5.09,Excellent,Russia,Round,Excellent,,2,
10363,2.06,AGSL,SI2,E,Excellent,,,8.15x8.17x5.02,Excellent,Russia,Princess,Excellent,58.0,2,
10364,1.33,AGSL,VS1,J,Excellent,62.4,,7.07x7.02x4.39,Excellent,DR Congo,Oval,Excellent,,4,
10365,5.04,AGSL,VVS2,E,Very good,58.7,,11.34x11.4x6.68,Excellent,Russia,Round,Very good,,2,
10366,1.02,AGSL,SI2,E,Very good,60.7,,6.52x6.47x3.94,Very good,Other/Unknown,Round,Very good,,1,
10367,1.02,AGSL,VS2,E,Excellent,,,6.42x6.38x4,Excellent,DR Congo,Round,Excellent,,4,
10368,1.02,AGSL,SI1,G,Excellent,62.7,True,6.43x6.39x4.02,Excellent,DR Congo,Round,Excellent,57.0,3,
10369,1.02,AGSL,SI1,F,Very good,63.1,,6.31x6.36x4,Excellent,Russia,Round,Very good,57.0,2,
10370,1.02,AGSL,VS1,J,Excellent,61.9,,6.46x6.48x4.01,Excellent,DR Congo,Round,Excellent,55.0,3,
10371,1.32,AGSL,SI2,E,Excellent,,,6.89x6.98x4.38,Very good,DR Congo,Round,Very good,,3,
10372,1.02,,SI1,D,Very good,61.8,,6.46x6.52x4.01,Very good,Russia,Round,Very good,55.0,2,
10373,4.1,AGSL,VS1,I,Excellent,61.7,,10.26x10.19x6.31,Very good,Botswana,Princess,Very good,58.0,2,
10374,2.04,AGSL,VS1,L,Excellent,62.5,False,8.1x8.14x5.07,Good,DR Congo,Round,Excellent,,4,
10375,1.64,AGSL,SI1,I,Excellent,61.5,,7.55x7.6x4.66,Excellent,DR Congo,Uncut,Excellent,59.0,4,
10376,4.01,GemEx,VS2,J,Excellent,62.8,,10.05x10.12x6.33,Excellent,Australia,Round,Excellent,57.0,2,
10377,1.62,GemEx,SI1,D,Excellent,62.1,,7.48x7.5x4.65,Very good,Russia,Pear,Excellent,,3,
10378,4.04,AGSL,SI2,J,Very good,63.0,True,10.21x10.15x6.42,Very good,Angola,Radiant,Good,56.0,2,
10379,3.6,AGSL,SI2,I,Excellent,61.4,,9.85x9.82x6.04,Excellent,Russia,Round,Excellent,59.0,2,
10380,3.58,GemEx,SI1,K,Excellent,,,9.88x9.96x5.94,Excellent,DR Congo,Round,Excellent,60.0,2,
10381,3.61,AGSL,VS2,L,Good,58.5,True,10.07x10.17x5.92,Good,DR Congo,Princess,Very good,59.0,2,
10382,3.52,AGSL,SI2,J,Very good,59.2,,9.84x9.88x5.84,Very good,Russia,Oval,Excellent,,2,
10383,3.53,,VS1,K,Excellent,61.6,,9.76x9.8x6.03,Very good,Canada,Marquise,Very good,,2,
10384,0.4,AGSL,SI2,F,Excellent,60.9,,4.76x4.79x2.9,Excellent,Botswana,Princess,Excellent,57.0,1,1129.0377487900803
10385,0.4,AGSL,SI2,E,Excellent,,False,4.7x4.72x2.94,Excellent,Russia,Round,Excellent,,1,1283.532022423826
10386,0.4,AGSL,SI2,F,Excellent,62.4,,4.7x4.73x2.94,Excellent,Canada,Pear,Excellent,57.0,1,1129.0377487900803
10387,0.4,AGSL,SI2,F,Excellent,62.4,False,4.72x4.74x2.95,Excellent,Botswana,Round,Excellent,57.0,1,1129.0377487900803
10388,0.4,AGSL,SI2,F,Very good,62.8,,4.69x4.71x2.95,Excellent,Russia,Round,Very good,57.0,1,
10389,4.01,AGSL,SI2,I,Excellent,60.6,,10.23x10.29x6.22,Excellent,South Africa,Round,Excellent,57.0,2,
10390,0.6,AGSL,I1,E,Very good,62.5,,5.33x5.35x3.34,Excellent,Botswana,Round,Excellent,,1,2401.264489660378
10391,0.6,AGSL,SI2,E,Very good,59.2,,5.5x5.51x3.26,Very good,Russia,Asscher,Very good,,1,
10392,0.6,AGSL,SI1,D,Very good,57.8,False,5.57x5.59x3.23,Very good,Zimbabwe,Oval,Very good,63.0,1,2889.713437886192
10393,1.0,AGSL,SI1,E,Excellent,61.8,,6.37x6.4x3.94,Excellent,Australia,Princess,Excellent,,3,
10394,1.0,AGSL,SI1,J,Very good,62.3,,6.34x6.37x3.96,Excellent,Botswana,Round,Very good,59.0,1,
10395,1.83,AGSL,VS1,H,Excellent,62.3,,7.82x7.85x4.88,Excellent,Botswana,Round,Excellent,57.0,4,
10396,0.51,AGSL,SI2,E,Very good,63.3,,5.05x5.07x3.2,Very good,Botswana,Round,Excellent,58.0,1,1881.9641438976237
10397,2.1,AGSL,VVS1,F,Excellent,61.8,,8.25x8.21x5.09,Excellent,Other/Unknown,Radiant,Excellent,56.0,2,30089.281229656848
10398,0.9,,SI1,H,Very good,61.8,,6.12x6.14x3.79,Excellent,DR Congo,Princess,Excellent,,1,
10399,2.77,AGSL,VS1,F,Excellent,62.7,,8.88x8.95x5.59,Excellent,Russia,Emerald,Excellent,57.0,2,
10400,2.71,AGSL,SI2,G,Excellent,62.1,,8.89x8.96x5.54,Excellent,Australia,Round,Excellent,58.0,2,
10401,2.18,AGSL,VVS1,G,Excellent,59.4,,8.5x8.52x5.06,Excellent,Botswana,Oval,Excellent,,2,31458.050585528552
10402,2.88,AGSL,SI2,D,Excellent,60.3,,9.25x9.3x5.59,Excellent,Russia,Cushion,Excellent,57.0,2,
10403,0.8,AGSL,SI1,H,Very good,62.2,,5.91x5.85x3.66,Excellent,DR Congo,Round,Very good,60.0,3,
10404,2.54,AGSL,SI2,I,Excellent,62.7,,8.72x8.66x5.45,Excellent,Canada,Princess,Excellent,,4,
10405,1.22,AGSL,VS1,H,Excellent,62.6,,6.84x6.81x4.28,Excellent,Russia,Round,Excellent,56.0,4,
10406,0.5,AGSL,SI1,D,Very good,63.5,,4.96x5.01x3.17,Very good,Canada,Round,Very good,,1,2134.6233487245827
10407,0.9,AGSL,SI1,J,Very good,62.8,,6.1x6.12x3.84,Very good,Botswana,Radiant,Very good,55.0,1,
10408,0.9,,SI2,H,Excellent,62.0,,6.18x6.21x3.84,Excellent,Canada,Oval,Excellent,56.0,2,
10409,0.9,AGSL,SI2,F,Very good,62.8,True,6.12x6.17x3.86,Excellent,DR Congo,Round,Very good,56.0,1,
10410,0.9,GemEx,SI1,E,Very good,63.2,,6.13x6.15x3.88,Very good,Russia,Marquise,Very good,56.0,3,
10411,0.56,AGSL,VS2,E,Excellent,61.4,,5.28x5.33x3.26,Excellent,Australia,Round,Excellent,,1,2680.8208074253776
10412,0.56,AGSL,VS1,G,Excellent,61.9,,5.29x5.31x3.27,Excellent,Botswana,Round,Excellent,57.0,1,2426.3490573445047
10413,0.56,AGSL,VVS2,F,Good,57.8,,5.27x5.44x3.1,Good,Russia,Round,Good,66.0,2,2897.5075838869016
10414,0.52,AGSL,VS2,I,Very good,59.3,,5.22x5.23x3.1,Excellent,Russia,Marquise,Excellent,60.0,1,
10415,1.17,AGSL,VS2,H,Excellent,62.1,,6.73x6.76x4.19,Excellent,Angola,Round,Excellent,57.0,2,
10416,2.01,AGSL,SI1,E,Very good,63.7,,7.95x8.02x5.09,Excellent,Russia,Round,Very good,57.0,2,
10417,0.71,AGSL,SI2,F,Very good,61.4,,5.72x5.68x3.5,Very good,Botswana,Princess,Good,60.0,2,
10418,0.5,AGSL,VS1,E,Very good,63.8,,5x5.03x3.2,Excellent,Russia,Round,Very good,56.0,2,2465.935966673292
10419,0.5,AGSL,SI1,G,Excellent,,,5.1x5.12x3.14,Excellent,Zimbabwe,Round,Very good,57.0,1,
10420,0.5,AGSL,SI2,E,Excellent,,,5.08x5.16x3.17,Very good,South Africa,Emerald,Very good,,1,1767.7709605082186
10421,7.05,GemEx,SI2,K,Very good,60.7,,12.35x12.39x7.5,Excellent,Other/Unknown,Round,Very good,,2,
10422,0.4,AGSL,SI1,D,Excellent,61.4,,4.76x4.79x2.93,Excellent,Zimbabwe,Round,Very good,,1,1552.5330337988526
10423,0.5,,SI2,F,Good,64.0,,4.97x5.03x3.2,Very good,Botswana,Round,Very good,58.0,1,
10424,0.4,AGSL,SI2,F,Excellent,62.5,,4.73x4.77x2.97,Excellent,DR Congo,Emerald,Excellent,56.0,1,1129.0377487900803
10425,0.4,AGSL,SI1,I,Very good,,,4.65x4.68x2.95,Very good,Botswana,Uncut,Very good,56.0,1,190.1391766705928
10426,0.5,AGSL,SI2,G,Very good,,,5.11x5.08x3.13,Excellent,Botswana,Round,Very good,59.0,1,
10427,0.41,AGSL,SI2,E,Excellent,59.1,,4.88x4.9x2.89,Excellent,Russia,Princess,Excellent,,1,1338.22971644925
10428,0.4,,SI2,I,Very good,64.5,,4.64x4.65x3,Excellent,Russia,Round,Very good,58.0,1,
10429,0.4,AGSL,SI2,G,Excellent,59.5,,4.81x4.84x2.87,Excellent,Canada,Round,Excellent,59.0,1,
10430,0.4,AGSL,SI1,I,Excellent,62.4,,4.7x4.72x2.94,Excellent,Australia,Round,Excellent,,1,
10431,8.81,AGSL,VS1,J,Excellent,62.7,,13.19x13.23x8.28,Excellent,Russia,Round,Excellent,55.0,2,
10432,1.0,AGSL,I1,G,Very good,61.3,,6.52x6.53x4,Very good,Russia,Asscher,Good,53.0,1,
10433,1.0,,SI2,F,Excellent,62.9,,6.37x6.4x4.02,Very good,Botswana,Round,Very good,54.0,2,
10434,1.0,AGSL,I1,E,Excellent,,,6.48x6.49x3.99,Excellent,Russia,Oval,Excellent,55.0,1,
10435,1.7,AGSL,SI2,I,Excellent,62.0,,7.63x7.59x4.72,Very good,Canada,Round,Excellent,,2,
10436,1.72,AGSL,VS2,G,Very good,63.5,,7.5x7.55x4.78,Excellent,Australia,Round,Excellent,56.0,3,
10437,1.8,AGSL,VS2,H,Very good,,,7.6x7.68x4.87,Good,Russia,Round,Very good,56.0,4,
10438,1.53,AGSL,SI2,I,Excellent,62.6,,7.34x7.36x4.6,Excellent,Russia,Round,Excellent,56.0,2,
10439,1.52,AGSL,VS2,I,Excellent,61.0,,7.47x7.42x4.54,Excellent,Other/Unknown,Round,Excellent,59.0,2,
10440,3.68,AGSL,IF,F,Excellent,62.3,,9.85x9.92x6.16,Excellent,Canada,Oval,Excellent,58.0,2,89626.71374317263
10441,1.43,,VS2,K,Excellent,61.9,,7.16x7.21x4.45,Excellent,Russia,Round,Excellent,,2,
10442,3.01,AGSL,SI2,G,Excellent,62.6,,9.21x9.17x5.75,Very good,Canada,Round,Excellent,,2,
10443,3.01,AGSL,VS1,G,Very good,,False,9.42x9.37x5.55,Excellent,DR Congo,Round,Excellent,62.0,2,
10444,1.5,AGSL,VS2,G,Excellent,60.8,,7.33x7.37x4.47,Very good,Russia,ROUND,Excellent,,3,
10445,1.27,AGSL,VVS1,Flby,Excellent,,,7.1x7.14x4.14,Very good,Botswana,Emerald,Good,,4,
10446,1.59,AGSL,SI1,G,Excellent,62.7,False,7.42x7.47x4.67,Excellent,Russia,Round,Excellent,56.0,4,
10447,2.13,AGSL,SI2,K,Excellent,62.4,False,8.17x8.22x5.11,Excellent,Russia,Round,Excellent,57.0,2,
10448,1.24,AGSL,VS1,D,Excellent,,,6.87x6.9x4.3,Excellent,DR Congo,Round,Excellent,55.0,2,12023.050235395604
10449,2.52,AGSL,SI1,D,Excellent,62.6,,8.69x8.72x5.45,Excellent,Russia,Round,Excellent,56.0,2,
10450,2.52,AGSL,VS2,J,Excellent,62.4,,8.69x8.71x5.43,Excellent,Russia,Round,Excellent,,4,
10451,1.32,AGSL,SI2,E,Excellent,61.6,,7.1x7.13x4.38,Excellent,Australia,Round,Excellent,56.0,3,
10452,1.32,AGSL,VS1,F,Excellent,62.1,,7.02x7.06x4.37,Excellent,Botswana,Emerald,Excellent,56.0,2,12382.630109730811
10453,1.32,AGSL,VS2,E,Excellent,62.2,,6.99x7.01x4.35,Excellent,Australia,Oval,Excellent,57.0,2,12449.446627646223
10454,1.13,AGSL,VS1,G,Excellent,,,6.72x6.74x4.13,Excellent,Russia,Round,Excellent,,2,8899.370418957957
10455,0.45,AGSL,SI2,E,Excellent,,,4.89x4.91x3.05,Excellent,Botswana,Asscher,Excellent,56.0,1,1568.4332892103585
10456,1.11,AGSL,VS2,D,Excellent,61.7,,6.66x6.65x4.11,Very good,Botswana,Princess,Excellent,,2,9383.708299788266
10457,1.11,AGSL,SI1,F,Excellent,,,6.75x6.72x4.06,Excellent,Russia,Princess,Excellent,59.0,3,
10458,1.38,,VVS2,D,Excellent,62.6,,7.1x7.11x4.45,Excellent,Botswana,Round,Excellent,56.0,4,
10459,1.38,AGSL,VS2,K,Excellent,61.5,,7.1x7.14x4.38,Excellent,Russia,Round,Excellent,60.0,4,
10460,1.7,,VS2,I,Excellent,61.3,,7.67x7.61x4.69,Excellent,Russia,Princess,Excellent,59.0,4,
10461,3.01,AGSL,VVS2,I,Very good,59.8,,9.3x9.34x5.58,Excellent,DR Congo,Round,Very good,,2,
10462,1.3,GemEx,SI2,I,Excellent,62.6,,6.99x6.95x4.36,Excellent,DR Congo,Oval ,Excellent,,3,
10463,1.35,AGSL,SI1,F,Excellent,59.6,,7.21x7.23x4.3,Excellent,DR Congo,Princess,Excellent,,4,
10464,1.4,AGSL,SI2,G,Excellent,61.4,,7.17x7.18x4.41,Excellent,Other/Unknown,Round,Excellent,59.0,2,
10465,2.01,AGSL,VS1,F,Excellent,62.4,False,8.03x8.13x5.04,Excellent,Australia,Princess,Very good,54.0,2,26878.61255673006
10466,1.4,AGSL,VS2,I,Excellent,61.5,,7.14x7.18x4.41,Excellent,DR Congo,Round,Excellent,59.0,4,
10467,1.4,AGSL,SI2,J,Excellent,61.7,,7.13x7.17x4.41,Excellent,Canada,Round,Excellent,,4,
10468,1.4,AGSL,SI1,I,Excellent,62.1,False,7.14x7.18x4.44,Excellent,Botswana,Princess,Excellent,59.0,2,
10469,1.4,AGSL,VS1,D,Excellent,59.5,,7.3x7.33x4.35,Excellent,Angola,Round,Excellent,60.0,2,14884.168348431376
10470,1.4,AGSL,VS2,I,Excellent,59.6,,7.28x7.3x4.35,Excellent,Botswana,Round,Excellent,60.0,4,
10471,1.51,AGSL,VS2,I,Very good,60.8,,7.47x7.49x4.55,Very good,Angola,Round,Excellent,55.0,3,
10472,1.4,AGSL,VS1,F,Excellent,62.1,True,7.13x7.17x4.44,Excellent,DR Congo,Princess,Excellent,56.0,2,
10473,1.34,GemEx,SI2,J,Excellent,62.6,,7.04x7.06x4.41,Excellent,Botswana,Radiant,Excellent,57.0,2,
10474,1.34,AGSL,VVS2,I,Excellent,62.4,,7.02x7.05x4.39,Excellent,Botswana,Pear,Excellent,58.0,2,12088.462570497446
10475,1.2,AGSL,SI2,G,Excellent,62.1,,6.81x6.84x4.24,Excellent,Australia,Round,Very good,,2,
10476,1.01,AGSL,VS2,D,Excellent,62.1,,6.39x6.41x3.98,Excellent,Australia,Oval,Very good,54.0,3,
10477,1.34,AGSL,VS1,E,Excellent,,,7.22x7.23x4.29,Very good,Russia,Round,Very good,60.0,3,
10478,1.34,AGSL,SI1,I,Excellent,59.8,False,7.16x7.19x4.29,Excellent,Russia,Round,Excellent,60.0,3,
10479,1.32,AGSL,IF,D,Excellent,62.3,,6.98x7.04x4.37,Excellent,Australia,Round,Excellent,57.0,2,14822.474680616657
10480,1.32,AGSL,SI1,G,Excellent,62.4,,7x7.03x4.38,Excellent,Botswana,Round,Excellent,57.0,2,
10481,1.32,AGSL,VS1,I,Excellent,61.6,True,7.01x7.04x4.33,Excellent,Angola,Princess,Excellent,,3,
10482,1.32,AGSL,SI1,J,Excellent,,,7x7.04x4.38,Excellent,Russia,Asscher,Excellent,,2,
10483,1.32,AGSL,VS2,I,Excellent,60.9,True,7.07x7.09x4.31,Excellent,Angola,Marquise,Excellent,59.0,2,
10484,1.32,,SI2,F,Excellent,62.1,,6.99x7.02x4.35,Excellent,Russia,Asscher,Excellent,,2,
10485,1.31,AGSL,IF,G,Excellent,,,7.08x7.12x4.32,Excellent,Botswana,Round,Excellent,,3,18254.480308613518
10486,1.31,AGSL,SI1,I,Excellent,62.1,False,7x7.04x4.36,Excellent,Russia,Round,Excellent,57.0,2,
10487,1.31,AGSL,VS1,F,Excellent,62.2,,6.97x7x4.34,Excellent,Other/Unknown,Round,Excellent,57.0,3,
10488,1.31,AGSL,SI2,J,Excellent,,False,7x7.02x4.36,Excellent,Australia,Round,Excellent,,4,
10489,1.31,AGSL,SI1,I,Excellent,62.3,,6.98x7x4.36,Excellent,Botswana,Round,Excellent,,2,
10490,1.31,AGSL,SI2,I,Excellent,62.5,,6.98x7.02x4.37,Excellent,Russia,Round,Excellent,57.0,4,
10491,1.31,AGSL,SI2,I,Excellent,61.5,,6.99x7.03x4.31,Excellent,Australia,Round,Excellent,58.0,4,
10492,1.31,,VS1,G,Excellent,,,7.02x7.05x4.35,Excellent,Canada,Oval,Excellent,58.0,3,
10493,1.31,AGSL,VVS2,J,Excellent,61.9,,6.98x7.02x4.33,Excellent,Botswana,Princess,Excellent,58.0,4,
10494,1.31,AGSL,SI2,G,Excellent,62.4,,6.98x7.01x4.37,Excellent,Botswana,Round,Excellent,,2,
10495,1.31,AGSL,VS2,H,Excellent,61.5,False,7.01x7.05x4.32,Excellent,Botswana,Marquise,Excellent,59.0,4,
10496,1.31,AGSL,VVS2,H,Excellent,61.9,,6.97x7.01x4.33,Excellent,Australia,Round,Excellent,59.0,4,
10497,1.31,AGSL,SI2,D,Excellent,62.0,,6.95x7x4.33,Excellent,Russia,Round,Excellent,,3,
10498,1.01,AGSL,SI1,F,Excellent,61.0,,6.45x6.48x3.95,Excellent,South Africa,Round,Very good,59.0,2,
10499,1.01,AGSL,SI1,H,Excellent,61.6,,6.39x6.44x3.96,Excellent,Botswana,Princess,Excellent,,3,
10500,1.01,AGSL,VS2,E,Very good,62.7,,6.35x6.43x4.01,Very good,Angola,Round,Very good,,2,7444.607932131765
10501,1.01,AGSL,SI2,E,Very good,58.2,,6.58x6.6x3.84,Excellent,Botswana,Marquise,Excellent,,2,7005.475321277097
10502,1.01,GemEx,I1,G,Very good,59.3,,6.47x6.48x3.84,Good,Botswana,Emerald,Good,60.0,1,
10503,1.01,AGSL,SI1,I,Excellent,59.5,,6.52x6.56x3.89,Excellent,South Africa,Round,Excellent,60.0,3,
10504,1.01,AGSL,SI2,F,Very good,59.3,,6.51x6.6x3.89,Very good,Botswana,Round,Very good,61.0,3,
10505,1.01,AGSL,SI1,I,Excellent,,,6.46x6.49x3.89,Excellent,Australia,Marquise,Excellent,61.0,2,
